player,pos,team,games_played,py_games_played,touches,fmb,adj_rus_att_per,adj_rus_yds_per,adj_rus_tds_per,adj_tgt_per,adj_rec_per,adj_rec_yds_per,adj_rec_tds_per,py_qb_fl,py_fl_per_tou
Dante Pettis,WR,CHI,0,0,0,0,0,0,0,0.06353420985558449,0.05119946040724932,0.0450809781649984,0.04797535199923069,0,0.01183233331934712
Jelani Woods,TE,IND,0,0,0,0,0,0,0,0.0828416270007384,0.07516051169832712,0.08463581504090933,0.07919647124096119,0,0.01183233331934712
Nsimba Webster,WR,CHI,0,1,0,0,0,0,0,0.0088747409414977,0.00880566774297522,0.0072619511330105,0.00752207158195922,0,0.01183233331934712
Nick Chubb,RB,CLE,0,2,0,0,0.4521684573105431,0.4417613543386679,0.40385294453150294,0.05855536485210969,0.06656573570280594,0.05447363712554738,0.05232001097151984,0,0.01120127554231527
Kendrick Bourne,WR,NE,0,2,0,0,0.00825622662803494,0.007520837644241,0.00865652240086088,0.14281642338173825,0.14618955001365871,0.16093937170349254,0.17099110286596608,0,0.01274961887578847
Rakim Jarrett,WR,TB,0,2,0,0,2.701689097868432e-5,1.6784498408629778e-5,2.829698690629963e-5,0.02001386894560806,0.01743855890033327,0.03450182988456461,0.0190767812679308,0,0.01173373054168589
Marquise Brown,WR,KC,0,2,0,0,0.00198997767309873,4.836719219203028e-4,0.00149468136790102,0.10350552365269727,0.09422150882247912,0.09455295254273942,0.09623875676440326,0,0.01078714387613812
Keaton Mitchell,RB,BAL,0,2,0,0,0.1254748206413005,0.15975819095126345,0.11743163992850848,0.03645249837309765,0.04331145630528864,0.03827859738230358,0.02928581979785365,0,0.01072798220954139
Russell Wilson,QB,PIT,0,2,0,0,0.17624526277504957,0.1473661297743254,0.2241501007556912,3.825324686665587e-5,3.8009683100733024e-5,3.976510570524517e-5,4.0603253293848614e-5,1.8072289156626504,0
T J Hockenson,TE,MIN,0,2,0,0,0,0,0,0.1866151246358089,0.20009268928570725,0.20465550045497077,0.17828368793044558,0,0.01162554721045049
Darrynton Evans,RB,BUF,0,1,0,0,6.810775250987454e-4,0.0015995580639787,0.00170387317197921,0.01357673001439559,0.01346984687026115,0.01316961558867216,0.01365596325231187,0,0.01179289220828263
Odell Beckham,WR,MIA,0,2,0,0,0,0,0,0.07387754028119621,0.07184866347932113,0.07743556401010743,0.07069733382662517,0,0.0128087805423852
Tyler Higbee,TE,LAR,0,2,0,0,0,0,0,0.1198501117709134,0.12721994256825328,0.12227750834216596,0.1014230201796416,0,0.0109054672093316
Christian McCaffrey,RB,SF,0,2,0,0,0.3949010481729899,0.4331106208432875,0.38574151648120825,0.1222230387758366,0.12367054256584284,0.10345557420123856,0.11037643111507454,0,0.01014706499391599
AJ Dillon,RB,GB,0,2,0,0,0.11540223153985982,0.08975710721648886,0.0846959511818511,0.0236136466693524,0.02405184508313338,0.02516074285573509,0.02156828126026724,0,0.00788822221289808
Pharaoh Brown,TE,SEA,0,2,0,0,0,0,0,0.03176012107249602,0.03058740445274646,0.01619584581736374,0.02214243894317071,0,0.0132426327640946
River Cracraft,WR,MIA,0,2,0,0,0,0,0,0.01913798349571406,0.01982152613249439,0.02332495704973559,0.01521989716939697,0,0.01165484831955691
